Ident;OrdTerm;FoundIn;IcdResult;Term;FilterIn;FilterOut;TermCodif;TermNoBlank
1292;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11350
1294;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11351
1330;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11352
1335;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11353
1336;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11354
1337;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11355
1338;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11356
1339;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11357
1344;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11358
1345;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11359
1346;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11360
1347;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11361
1348;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11362
1353;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11363
1356;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11364
1357;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11365
1358;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11366
1359;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11367
1365;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11368
1366;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11369
1367;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11370
1368;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11371
1369;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11372
1370;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11373
1373;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11374
1374;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11375
1378;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11376
1379;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11377
1381;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11378
1383;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11379
1384;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11380
1385;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11381
1386;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11382
1387;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11383
1388;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11384
1389;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11385
1403;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11386
1404;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11387
1405;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11388
1406;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11389
1408;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11390
1409;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11391
1411;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11392
1426;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11393
1429;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11394
1430;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11395
1433;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11396
1435;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11397
1436;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11398
1437;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11399
1438;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11400
1466;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11401
1467;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11402
1468;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11403
1469;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11404
1471;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11405
1472;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11406
1473;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11407
1475;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11408
1477;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11409
1491;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11410
1493;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11411
1495;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11412
1496;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11413
1497;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11414
1519;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11415
1521;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11416
1524;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11417
1525;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11418
1526;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11419
1527;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11420
1528;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11421
1532;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11422
1533;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11423
1534;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11424
1535;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11425
1536;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11426
1541;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11427
1542;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11428
1543;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11429
1544;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11430
1548;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11431
1551;Term1;Duplicado;;PUERPERIO FISIOLOGICO MEDIATO;NA;NA;10615;11432
909;Term1;Diccionario;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11433
909;Term1;AplicaStandard0;;PUERPERIO QUIRURGICO MEDIATO;\bPUE(R)?PER(I)?O\b;PUERPERIO;10615;11433
909;Term1;ResultStandard0;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11433
909;Term1;ResultStandard1;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11433
909;Term1;ResultStandard2;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11433
910;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11434
911;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11435
912;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11436
914;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11437
915;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11438
917;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11439
919;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11440
920;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11441
926;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11442
928;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11443
929;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11444
931;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11445
932;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11446
936;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11447
946;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11448
947;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11449
955;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11450
958;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11451
963;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11452
967;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11453
975;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11454
976;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11455
982;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11456
989;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11457
992;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11458
993;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11459
994;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11460
998;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11461
1000;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11462
1001;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11463
1006;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11464
1008;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11465
1010;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11466
1012;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11467
1021;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11468
1023;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11469
1024;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11470
1026;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11471
1027;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11472
1034;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11473
1035;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11474
1036;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11475
1037;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11476
1038;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11477
1039;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11478
1045;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11479
1048;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11480
1050;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11481
1051;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11482
1052;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11483
1055;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11484
1062;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11485
1064;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11486
1066;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11487
1193;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11488
1198;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11489
1199;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11490
1203;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11491
1204;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11492
1213;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11493
1222;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11494
1261;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11495
1291;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11496
1333;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11497
1334;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11498
1341;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11499
1342;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11500
1343;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11501
1349;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11502
1350;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11503
1352;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11504
1354;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11505
1363;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11506
1364;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11507
1372;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11508
1376;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11509
1377;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11510
1380;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11511
1382;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11512
1410;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11513
1412;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11514
1428;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11515
1434;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11516
1439;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11517
1470;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11518
1476;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11519
1492;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11520
1517;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11521
1518;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11522
1530;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11523
1537;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11524
1538;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11525
1539;Term1;Duplicado;;PUERPERIO QUIRURGICO MEDIATO;NA;NA;10615;11526
802;Term1;Diccionario;D693;PURPURA TROMBOCITOPENICA IDIOPATICA;NA;NA;10615;11527
2469;Term1;Duplicado;D693;PURPURA TROMBOCITOPENICA IDIOPATICA;NA;NA;10617;11528
5568;Term1;Duplicado;D693;PURPURA TROMBOCITOPENICA IDIOPATICA;NA;NA;10618;11529
11197;Term1;Diccionario;T202;QUEMADURA DE LA CABEZA Y DEL CUELLO DE SEGUNDO GRADO;NA;NA;10618;11530
11774;Term1;Duplicado;T202;QUEMADURA DE LA CABEZA Y DEL CUELLO DE SEGUNDO GRADO;NA;NA;10620;11531
9436;Term1;Diccionario;;QUEMADURA DE LA CADERA Y DEL MIEMBRO INFERIOR DE SEGUNDO GRADO EXCEPTO TOBILLO Y PIE;NA;NA;10620;11532
9436;Term1;AplicaStandard0;;QUEMADURA DE LA CADERA Y DEL MIEMBRO INFERIOR DE SEGUNDO GRADO EXCEPTO TOBILLO Y PIE;\bIN(EF|FE)RR?IOR\b;INFERIOR;10620;11532
9436;Term1;ResultStandard0;;QUEMADURA DE LA CADERA Y DEL MIEMBRO INFERIOR DE SEGUNDO GRADO EXCEPTO TOBILLO Y PIE;NA;NA;10620;11532
9436;Term1;AplicaStandard1;;QUEMADURA LA CADERA Y DEL MIEMBRO INFERIOR SEGUNDO GRADO EXCEPTO TOBILLO Y PIE;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;10620;11532
9436;Term1;AplicaStandard1;;QUEMADURA LA CADERA Y MIEMBRO INFERIOR SEGUNDO GRADO EXCEPTO TOBILLO Y PIE;\b\sAL\s|\sDEL\s|\sDLE\s\b; ;10620;11532
9436;Term1;AplicaStandard1;;QUEMADURA CADERA Y MIEMBRO INFERIOR SEGUNDO GRADO EXCEPTO TOBILLO Y PIE;\b\sEL\s|\sLAS?\s|\sLO(S)?\s|\sUN[AO]?S?\s|\sMAS\s\b; ;10620;11532
9436;Term1;ResultStandard1;;QUEMADURA CADERA Y MIEMBRO INFERIOR SEGUNDO GRADO EXCEPTO TOBILLO Y PIE;NA;NA;10620;11532
9436;Term1;AplicaStandard2;;QUEMADURA CADERA Y MIRO INFERIOR SEGUNDO GRADO EXCEPTO TOBILLO Y PIE;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;10620;11532
9436;Term1;ResultStandard2;;QUEMADURA CADERA Y MIRO INFERIOR SEGUNDO GRADO EXCEPTO TOBILLO Y PIE;NA;NA;10620;11532
3201;Term1;Diccionario;;QUEMADURA DE LA CADERA Y MIEMBRO INFERIOR DE SEGUNDO GRADOEXCEPTO TOBILLO Y PIE;NA;NA;10620;11533
3201;Term1;AplicaStandard0;;QUEMADURA DE LA CADERA Y MIEMBRO INFERIOR DE SEGUNDO GRADOEXCEPTO TOBILLO Y PIE;\bIN(EF|FE)RR?IOR\b;INFERIOR;10620;11533
3201;Term1;ResultStandard0;;QUEMADURA DE LA CADERA Y MIEMBRO INFERIOR DE SEGUNDO GRADOEXCEPTO TOBILLO Y PIE;NA;NA;10620;11533
3201;Term1;AplicaStandard1;;QUEMADURA LA CADERA Y MIEMBRO INFERIOR SEGUNDO GRADOEXCEPTO TOBILLO Y PIE;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;10620;11533
3201;Term1;AplicaStandard1;;QUEMADURA CADERA Y MIEMBRO INFERIOR SEGUNDO GRADOEXCEPTO TOBILLO Y PIE;\b\sEL\s|\sLAS?\s|\sLO(S)?\s|\sUN[AO]?S?\s|\sMAS\s\b; ;10620;11533
3201;Term1;ResultStandard1;;QUEMADURA CADERA Y MIEMBRO INFERIOR SEGUNDO GRADOEXCEPTO TOBILLO Y PIE;NA;NA;10620;11533
3201;Term1;AplicaStandard2;;QUEMADURA CADERA Y MIRO INFERIOR SEGUNDO GRADOEXCEPTO TOBILLO Y PIE;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;10620;11533
3201;Term1;ResultStandard2;;QUEMADURA CADERA Y MIRO INFERIOR SEGUNDO GRADOEXCEPTO TOBILLO Y PIE;NA;NA;10620;11533
11680;Term1;Diccionario;T261;QUEMADURA DE LA CORNEA Y SACO CONJUNTIVAL;NA;NA;10620;11534
9375;Term1;Diccionario;T232;QUEMADURA DE LA MUÑECA Y DE LA MANO DE SEGUNDO GRADO;NA;NA;10621;11535
11543;Term1;Duplicado;T232;QUEMADURA DE LA MUÑECA Y DE LA MANO DE SEGUNDO GRADO;NA;NA;10623;11536
9297;Term1;Diccionario;T302;QUEMADURA DE SEGUNDO GRADO REGION DEL CUERPO NO ESPECIFICADA;NA;NA;10623;11537
6316;Term1;Diccionario;;QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR DE SEGUNDO GRADO EXCEPTO DE LA MUÑECA;NA;NA;10624;11538
6316;Term1;ResultStandard0;;QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR DE SEGUNDO GRADO EXCEPTO DE LA MUÑECA;NA;NA;10624;11538
6316;Term1;AplicaStandard1;;QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR SEGUNDO GRADO EXCEPTO LA MUÑECA;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;10624;11538
6316;Term1;AplicaStandard1;;QUEMADURA HOMBRO Y MIEMBRO SUPERIOR SEGUNDO GRADO EXCEPTO LA MUÑECA;\b\sAL\s|\sDEL\s|\sDLE\s\b; ;10624;11538
6316;Term1;AplicaStandard1;;QUEMADURA HOMBRO Y MIEMBRO SUPERIOR SEGUNDO GRADO EXCEPTO MUÑECA;\b\sEL\s|\sLAS?\s|\sLO(S)?\s|\sUN[AO]?S?\s|\sMAS\s\b; ;10624;11538
6316;Term1;ResultStandard1;;QUEMADURA HOMBRO Y MIEMBRO SUPERIOR SEGUNDO GRADO EXCEPTO MUÑECA;NA;NA;10624;11538
6316;Term1;AplicaStandard2;;QUEMADURA HOMBRO Y MIRO SUPERIOR SEGUNDO GRADO EXCEPTO MUÑECA;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;10624;11538
6316;Term1;ResultStandard2;;QUEMADURA HOMBRO Y MIRO SUPERIOR SEGUNDO GRADO EXCEPTO MUÑECA;NA;NA;10624;11538
6108;Term1;Diccionario;;QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR GRADO NO ESPECIFICADO EXCEPTO DE LA MU;NA;NA;10624;11539
6108;Term1;ResultStandard0;;QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR GRADO NO ESPECIFICADO EXCEPTO DE LA MU;NA;NA;10624;11539
6108;Term1;AplicaStandard1;;QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR GRADO NO ESPECIFICADO EXCEPTO LA MU;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;10624;11539
6108;Term1;AplicaStandard1;;QUEMADURA HOMBRO Y MIEMBRO SUPERIOR GRADO NO ESPECIFICADO EXCEPTO LA MU;\b\sAL\s|\sDEL\s|\sDLE\s\b; ;10624;11539
6108;Term1;AplicaStandard1;;QUEMADURA HOMBRO Y MIEMBRO SUPERIOR GRADO NO ESPECIFICADO EXCEPTO MU;\b\sEL\s|\sLAS?\s|\sLO(S)?\s|\sUN[AO]?S?\s|\sMAS\s\b; ;10624;11539
6108;Term1;ResultStandard1;;QUEMADURA HOMBRO Y MIEMBRO SUPERIOR GRADO NO ESPECIFICADO EXCEPTO MU;NA;NA;10624;11539
6108;Term1;AplicaStandard2;;QUEMADURA HOMBRO Y MIRO SUPERIOR GRADO NO ESPECIFICADO EXCEPTO MU;\s?EMB(ARAZO)?)?\s?(DE|A|AL)?\s?(TERMINO)?\s?;;10624;11539
6108;Term1;ResultStandard2;;QUEMADURA HOMBRO Y MIRO SUPERIOR GRADO NO ESPECIFICADO EXCEPTO MU;NA;NA;10624;11539
6154;Term1;Diccionario;T252;QUEMADURA DEL TOBILLO Y DEL PIE DE SEGUNDO GRADO;NA;NA;10624;11540
1966;Term1;Diccionario;T212;QUEMADURA DEL TRONCO DE SEGUNDO GRADO;NA;NA;10625;11541
2754;Term1;Diccionario;T292;QUEMADURAS DE MULTIPLES REGIONES MENCIONADAS COMO DE NO MAS DE SEGUNDO GRADO;NA;NA;10626;11542
3128;Term1;Duplicado;T292;QUEMADURAS DE MULTIPLES REGIONES MENCIONADAS COMO DE NO MAS DE SEGUNDO GRADO;NA;NA;10628;11543
3134;Term1;Duplicado;T292;QUEMADURAS DE MULTIPLES REGIONES MENCIONADAS COMO DE NO MAS DE SEGUNDO GRADO;NA;NA;10629;11544
5321;Term1;Duplicado;T292;QUEMADURAS DE MULTIPLES REGIONES MENCIONADAS COMO DE NO MAS DE SEGUNDO GRADO;NA;NA;10630;11545
7268;Term1;Duplicado;T292;QUEMADURAS DE MULTIPLES REGIONES MENCIONADAS COMO DE NO MAS DE SEGUNDO GRADO;NA;NA;10631;11546
5121;Term1;Diccionario;;QUEMADURAS QUE AFECTAN DEL 10 AL 19 DE LA SUPERFICIE DEL CUERPO;NA;NA;10631;11547
